evidence_id,sha256,family,member,bytes,pages,occurrence_count
PD-CAB-SAIP-PDF-0078,aaa72c46e325316e8a00284bc56f014759a087b8f0746f47055d97049eb0b008,3671/2022,3671_2022/22. Recibo-2022-E-RE-8072-redacted.pdf,414126,3,1
PD-CAB-SAIP-PDF-0079,38ef25bcbaccbfbe6aaf2bc4b35841b381908a30b82424d35a7f9c72eca0bf09,3671/2022,3671_2022/23. Solicitud de informe art. 69 reglamento a-c.pdf,209836,1,1
PD-CAB-SAIP-PDF-0080,f4a78756c2be454e80bce18c74e6bbacbedf0716ebc00c636eca90e2ac2cec23,3671/2022,3671_2022/24. Requerimiento de documentacion para modificacion unidades-redacted.pdf,130971,2,1
PD-CAB-SAIP-PDF-0081,e208d82708b44e385084ec6ec9499369466c822e1a2615b2ea0c811fabae4a5c,3671/2022,3671_2022/25. Minuta-2022-S-RE-9423.pdf,512819,1,1
PD-CAB-SAIP-PDF-0082,d022da495d2ecd79eeb4d89a2e27ef5bdaa9756e5885a009479f3875d48a6f02,3671/2022,3671_2022/26. Minuta-2022-S-RC-5457.pdf,518873,1,1
PD-CAB-SAIP-PDF-0083,e428dd650f8ed2def4291574c3ce94c9f526a8b03fa592dac6a504549259bb27,3671/2022,3671_2022/27. Minuta-2022-S-RE-9471-redacted.pdf,382457,1,1
PD-CAB-SAIP-PDF-0084,7d8c69773e25eaba050b2eb76d227cc1127c22d776de172539d83cffe17eacba,3671/2022,3671_2022/28. Justificante de Recepcion en Sede electronica 2022-S-RE-9471-redacted.pdf,399617,2,1
PD-CAB-SAIP-PDF-0085,f83002e84d69734b19031a22111e9cb5bc15b84d90961aa233d70bedadc011b0,3671/2022,3671_2022/29. Justificante de Rechazo en Sede electronica 2022-S-RE-9423.pdf,519462,1,1
PD-CAB-SAIP-PDF-0086,1f9ffb0ea64b258da140fda17ab69454558a7288ab1022d23556fc66cf6be451,3671/2022,3671_2022/30. 20225944CertfcomptPG.pdf,492643,4,1
PD-CAB-SAIP-PDF-0087,dd62488d0c5c02767512f4005b2085bf24e31410d60a60a83b91488261eb2a18,3671/2022,3671_2022/31. OFICIO-EXP59442022.pdf,180406,1,1
PD-CAB-SAIP-PDF-0088,f4d19d62b4ec8b72c11a5491a2d1bc595c75eaf4dd4c4ec8dc7361501ecce6bd,3671/2022,3671_2022/32. Minuta-2022-S-RC-2252.pdf,656154,1,1
PD-CAB-SAIP-PDF-0089,cfc361f1160951e14dbb21539c4a5091a580ee1e80238bcb0b12564c941a72f2,3671/2022,3671_2022/33. Recibo-2022-E-RC-15615.pdf,539585,2,1
PD-CAB-SAIP-PDF-0090,55930843234f2c218368a87c1daab06a1d4bbf6ecd20f1253568aced96c14d94,3671/2022,3671_2022/34. CERTIFICADO SUN PARK firmado-redacted.pdf,464096,1,1
PD-CAB-SAIP-PDF-0091,9e2a9badb9125ce4e6c4ffca61932b18e84c6a02c0edddbe6e117bb3802c00fc,3671/2022,3671_2022/35. 1. CONTESTACION REQUERIMIENTO F-redacted.pdf,74050,5,1
PD-CAB-SAIP-PDF-0092,0fb5c0cb12301dff929365eaceb9318e917a5cffcd9306accec1901b210caccc,3671/2022,3671_2022/36. 2.MATRIZ COMPRAS APARTAMENTOS SUN PARK.pdf,182552,3,1
PD-CAB-SAIP-PDF-0093,a5a4eff4376ffe33077e90c9c432f4664c0b1b7102e3b1b620580da18e550491,3671/2022,3671_2022/37. 3.CERTIFICADO SUN PARK firmado-redacted.pdf,462088,1,1
PD-CAB-SAIP-PDF-0094,6a81da2be9983be0fc29b3d9d19d2f85715c8947effc6f686c93db43bd257ce6,3671/2022,3671_2022/38. 4.1 AUTORIZACION ACOSTA MATOS FDO-redacted.pdf,17266,1,1
PD-CAB-SAIP-PDF-0095,aecf5e023f37669b3f6c178db4a21e9365830fd4bc00e29f8876fcf747bdd42e,3671/2022,3671_2022/39. 4.1 DNI LAURA P. ACOSTA MATOS-redacted.pdf,3464289,1,1
PD-CAB-SAIP-PDF-0096,381c2e6e496a1d7743d685922aa57863ae136cf73bba5e96d1bdd067f65e4e35,3671/2022,3671_2022/40. 4.2 AUTORIZACION JUAN CARLOS FERNANDEZ signed-redacted.pdf,189239,1,1
PD-CAB-SAIP-PDF-0097,2e75f68561f667dccf286dca74d2ab57cebd1736663a161390e91503b15e101d,3671/2022,3671_2022/41. 4.2 DNI AUTORIZACION JUAN CARLOS-redacted.pdf,23738,1,1
PD-CAB-SAIP-PDF-0098,0f0710a13b291c395c97eef9f0df8e649ead930277af90a0b580a4cf403a376e,3671/2022,3671_2022/42. 5.1 151E23aUD.EXPLOTACIONACTUAL F-redacted.pdf,2123027,1,1
PD-CAB-SAIP-PDF-0099,017766f0f6d8c84a42e42a645b94fbea648fad8c0a8684bc2dc09e4845e793e9,3671/2022,3671_2022/43. 5.2 151E23bUD.EXPLOTACIONREFORMA F-redacted.pdf,1944104,1,1
PD-CAB-SAIP-PDF-0100,6ff203bab0c42926a72ea5ae76e2448999a332172cec7ecaa38746f26d0b7eef,3671/2022,3671_2022/44. CV PROTOCOLO 90-ocr-redacted.pdf,25982412,50,1
PD-CAB-SAIP-PDF-0101,93e82082b2903c85a51c34e2cb451c8a55489813a1bf78b58817fc6c18962718,3671/2022,3671_2022/45. CV PROTOCOLO 354-redacted.pdf,7766177,65,1
PD-CAB-SAIP-PDF-0102,a1faa81a06d5d660032138233a8f723332c7af47a44d8c02ea8df1537c39de40,3671/2022,3671_2022/46. CV PROTOCOLO 431-redacted.pdf,3549114,42,1
PD-CAB-SAIP-PDF-0103,15adfa377a93c93be2276c24b6f0aa62f5801d6b468e460ac0a9f45d175c5607,3671/2022,3671_2022/47. CV PROTOCOLO 457-ocr-redacted.pdf,21486079,42,1
PD-CAB-SAIP-PDF-0104,7e8e866692bf573bb7b7c60656a44ddfabee4a2b7770ddf127f2089f7394ea0c,3671/2022,3671_2022/48. CV PROTOCOLO 524-redacted.pdf,3688984,98,1
PD-CAB-SAIP-PDF-0105,e0f49b090bb9a5bad7bf2abeb694a3a8bedab257f27c0603effd515e47722460,3671/2022,3671_2022/49. CV PROTOCOLO 705.pdf,3286540,45,1
PD-CAB-SAIP-PDF-0106,811738df023aee670452f8cfc5f565b368a978ae8906f6ec135751ae1f92aa3a,3671/2022,3671_2022/50. CV PROTOCOLO 752.pdf,7179754,47,1
PD-CAB-SAIP-PDF-0107,a7c5616187b90920565dcad9d7e9ea3a1ee82f8de5c8a994cf02506e58e9c834,3671/2022,3671_2022/51. CV PROTOCOLO 769.pdf,13133876,71,1
PD-CAB-SAIP-PDF-0108,c7616bf08c95e2df9b69f62aa06b47e6681d6195a64a676fdaba4ec1e1fe4845,3671/2022,3671_2022/52. CV PROTOCOLO 823.pdf,31304663,104,1
PD-CAB-SAIP-PDF-0109,4b1864fff9d33ded95c0bac711f8a17619b99d823263392bd23d0aedda60318c,3671/2022,3671_2022/53. CV PROTOCOLO 845 censurado.pdf,5792983,41,1
PD-CAB-SAIP-PDF-0110,1cd9ada65eb2ae63c4ec290327e870f40c58a3d226945f82757e8bbb56999bb6,3671/2022,3671_2022/54. CV PROTOCOLO 846.pdf,3873632,41,1
PD-CAB-SAIP-PDF-0111,5e8d89c9923b1114948102724118b941a6d84f973b56d68a50d4125429933bbb,3671/2022,3671_2022/55. CV PROTOCOLO 856.pdf,5781256,41,1
PD-CAB-SAIP-PDF-0112,596b33ed9a9af0c57b1407ceef7236e84e5e053a06d6ec2634f997ba643dbd4d,3671/2022,3671_2022/56. CV PROTOCOLO 1083.pdf,3410785,45,1
PD-CAB-SAIP-PDF-0113,9ff59445d048775b3412e2589da48bb01ff9df314aa759457aa665ab27e1888b,3671/2022,3671_2022/57. CV PROTOCOLO 1108.pdf,713580,41,1
PD-CAB-SAIP-PDF-0114,008e8d500e337407dd41e5d9ff2f87ba2bf7226986e5f9320bdb1c4a259aba84,3671/2022,3671_2022/58. CV PROTOCOLO 1127.pdf,2453095,46,1
PD-CAB-SAIP-PDF-0115,a9f0244e8115e41b3070589e01a2d152408e1329dafb7611b0bf06a73cdd511a,3671/2022,3671_2022/59. CV PROTOCOLO 1129 (censurado).pdf,2910018,94,1
PD-CAB-SAIP-PDF-0116,1bd2d06319f793b6f5e3f6f0a582941df94fbf04f807b730c6ad5bc6d3fd84c8,3671/2022,3671_2022/60. CV PROTOCOLO 1467-redacted (1).pdf,8632652,105,1
PD-CAB-SAIP-PDF-0117,1e32a2daf59f7e82bc3107d6697ec35c780d21b81b7522ea8a74afae641033cc,3671/2022,3671_2022/61. CV PROTOCOLO 1672-redacted.pdf,1475026,42,1
PD-CAB-SAIP-PDF-0118,84d10a850622b73a268e0e693789d0ec5bc4655bc672dbac631c6cec07b6d684,3671/2022,3671_2022/62. CV PROTOCOLO 2264-redacted.pdf,497592,18,1
PD-CAB-SAIP-PDF-0119,7e1089bfdb937ca10397f016ab211f72d8bc2a80182c3d6353902451cfb2e49f,3671/2022,3671_2022/63. CV PROTOCOLO 2715-redacted.pdf,942571,31,1
PD-CAB-SAIP-PDF-0120,f6907390843b9e1602a71f03325222a4300e20d3ba61acdd8b3759e4f3671114,3671/2022,3671_2022/64. CV PROTOCOLO 2742-redacted-redacted.pdf,2319415,49,1
PD-CAB-SAIP-PDF-0121,adb6eb4b51224eee1cf7a3e30d0d288153763090b28110760cf84fff0fd9e7d8,3671/2022,3671_2022/65. CV PROTOCOLO 3241-redacted-redacted.pdf,1511659,43,1
PD-CAB-SAIP-PDF-0122,b221d3e211a34670c1b5220fdf39a1a9f4f78773780ed67549fca2802600610c,3671/2022,3671_2022/66. Instancia firmada-2022-E-RE-13991-redacted.pdf,342775,4,1
PD-CAB-SAIP-PDF-0123,a7f9ca51a91abd3d7aa89924175f8a2780e2265daf8e740dd9d32f2fdea75b6b,3671/2022,3671_2022/67. Recibo-2022-E-RE-13991-redacted.pdf,459998,6,1
PD-CAB-SAIP-PDF-0124,a8687104f32532b3d48efbe60ecec2932935bc6fbc5e42a80b68da2530d987d3,3671/2022,3671_2022/68. 5. DNI LAURA P. ACOSTA MATOS-redacted.pdf,3400372,1,1
PD-CAB-SAIP-PDF-0125,04803d2bd96a6ac7d91134b8e8a061ee8134f774e606f414518a022276b9c478,3671/2022,3671_2022/69. 22-009048 - MEMORIASUNPARK08.08.22F-redacted.pdf,10844048,551,1
PD-CAB-SAIP-PDF-0126,d659760ebe9a476cbb95baa0a87a0bd7f9cf86ba5306450e6bee159b333e25ef,3671/2022,3671_2022/70. 22-009049 - 01PLANEACTUALF-redacted.pdf,9405828,9,1
PD-CAB-SAIP-PDF-0127,d662fbeb597e47f97846f57cc33eb6b1c7a275f9fe2467011feda0264e2174b1,3671/2022,3671_2022/71. 22-009050 - 02PLANEREFF-redacted.pdf,31057242,13,1
PD-CAB-SAIP-PDF-0128,1237a63d2970f931d2e45eb5c4cdc70b1e7f56b750a9c4f33b35ca4120af760b,3671/2022,3671_2022/72. 22-009051 - 05JUSTIFICACIONRD142-2010F-redacted.pdf,19540867,5,1
PD-CAB-SAIP-PDF-0129,36ec8212845bb0d4b57252d19ae1431f66efd51f39f5a518cb71bd181d87d3d2,3671/2022,3671_2022/73. 22-009052 - 05bUD.EXPLOTACIONF-redacted.pdf,30361613,3,1
PD-CAB-SAIP-PDF-0130,f2bc4da9da288927985620dcee95bb2fc0bdac634b8b0963c41495b4f5c4e6f9,3671/2022,3671_2022/74. 22-009053 - 05cINSTALACIONES1F-redacted.pdf,27171571,9,1
PD-CAB-SAIP-PDF-0131,88b057590361deea73dad485793180bfde67038a33a1f6333fd700b8abdd905a,3671/2022,3671_2022/75. 22-009054 - 05dINSTALACIONES2DETALLESF-redacted.pdf,10999508,7,1
PD-CAB-SAIP-PDF-0132,6b5bdf7a7d29b42cd39923e275461164502027a1b85632b1e3ae6f5762de3f7e,3671/2022,3671_2022/76. 22-009055 - 06TIPOLOGIASF-redacted.pdf,677045,10,1
PD-CAB-SAIP-PDF-0133,191c2cef6131da796efd9903d615fd15b9424e390f6d8e3a83c3ef73b9acbc40,3671/2022,3671_2022/77. 22-009056 - PLANESSSUNPARKF-redacted.pdf,1929160,6,1
PD-CAB-SAIP-PDF-0134,3cf7f2c6387c29c815e98b479b49ea82757f67b0bb65cd07736cdacb175fc15d,3671/2022,3671_2022/78. 22-009057 - PLANIMETRIAEGR-EGRF-redacted.pdf,992703,1,1
PD-CAB-SAIP-PDF-0135,e4d3fd4ef6caed0d7c09985608c5ae478d6b07d901c7b2db280ca573d0ec8a03,3671/2022,3671_2022/79. 28.02.22 CONSTITUCION NEW TREND-redacted.pdf,281498,47,1
PD-CAB-SAIP-PDF-0136,beda76114cba09151d1c086a2983b8065093f9d476cf17d05ea9dcd648c6c649,3671/2022,3671_2022/80. ACTA JUN EXTRA FEB22-31032022110911-redacted.pdf,2720447,7,1
PD-CAB-SAIP-PDF-0137,31b81f63881e133f2f8bf3897d2119f2a484eb32276777181c789ea5a192e90b,3671/2022,3671_2022/81. ComunicaciondeencargoR3F-redacted.pdf,612901,4,1
PD-CAB-SAIP-PDF-0138,459864546042b185d6e436f4487ca336e10a0a1bd969c5d4d861d6a64f8dc40a,3671/2022,3671_2022/82. DECLARACION RESPONSABLE CUMPLIMIENTO LEGALIDAD TURISTICA-redacted.pdf,329870,1,1
PD-CAB-SAIP-PDF-0139,1c82d3c9a56023253733af846738054835e6e7ca8eb21cbb1dc5a23669679eb0,3671/2022,3671_2022/83. HojadedireccionR3F-redacted.pdf,442815,3,1
PD-CAB-SAIP-PDF-0140,0f75dd2da590bd42eef19b7df87ceeef127ed562658d41298de4824f0b95ee09,3671/2022,3671_2022/84. Instancia firmada-2022-E-RE-13992-redacted.pdf,319692,3,1
PD-CAB-SAIP-PDF-0141,bf1b8cce4df073c6248e43245963bde19b958b4251fc38a2e39c3c798b4a1c99,3671/2022,3671_2022/85. Recibo-2022-E-RE-13992-redacted.pdf,429666,4,1
PD-CAB-SAIP-PDF-0142,06083f7a4410478cd27a5153ca15431c9b48395f5568fc7ad0eaa4808d66a43e,3671/2022,3671_2022/86. Puesta en conocimiento de informe del ayuntamiento.pdf,220252,2,1
PD-CAB-SAIP-PDF-0143,33fdd2469ddfae0732cc9587596c705b0d07c100c5f2602c1ccd1ab21a8534cd,3671/2022,3671_2022/87. Minuta-2023-S-RE-4020.pdf,517079,1,1
PD-CAB-SAIP-PDF-0144,4113d0b6298cf8417e48581ffb243ca4ac792d03148bb2dcef44f6516b94c517,3671/2022,3671_2022/88. Justificante de Rechazo en Sede electronica 2023-S-RE-4020.pdf,472648,1,1
PD-CAB-SAIP-PDF-0145,446828a699edc6dcab511adc7ef232f08d9aa3b0794de605af0bc2e44f142fb0,3671/2022,3671_2022/89. Minuta-2023-S-RE-4786.pdf,470855,1,1
PD-CAB-SAIP-PDF-0146,d942845b62c719d5708e18cc474a53d11c8943e9fad4742ab503cafe441a25f6,3671/2022,3671_2022/90. Justificante de Recepcion en Sede electronica 2023-S-RE-4786.pdf,491452,2,1
